Recording,Recording1,Recording1,Recording1
Number_of_saccades_in_AOI.続,0,0,0
Number_of_saccades_in_AOI.く,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.こ,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.よ,0,0,0
Number_of_saccades_in_AOI.う,0,0,0
Number_of_saccades_in_AOI.な,0,0,0
Number_of_saccades_in_AOI.気,0,0,0
Number_of_saccades_in_AOI.圧,0,0,0
Number_of_saccades_in_AOI.配,0,0,0
Number_of_saccades_in_AOI.置,0,0,0
Number_of_saccades_in_AOI.を,0,0,0
Number_of_saccades_in_AOI.等,0,0,0
Number_of_saccades_in_AOI.圧,0,0,0
Number_of_saccades_in_AOI.線,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.形,0,0,0
Number_of_saccades_in_AOI.か,0,0,0
Number_of_saccades_in_AOI.ら,0,0,0
Number_of_saccades_in_AOI.鯨,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.尾,0,0,0
Number_of_saccades_in_AOI.型,0,0,0
Number_of_saccades_in_AOI.と,0,0,0
Number_of_saccades_in_AOI.い,0,0,0
Number_of_saccades_in_AOI.う,0,0,0
Number_of_saccades_in_AOI.。,0,0,0
Number_of_saccades_in_AOI.風,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.弱,0,0,0
Number_of_saccades_in_AOI.く,0,0,0
Number_of_saccades_in_AOI.日,0,0,0
Number_of_saccades_in_AOI.射,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.強,0,0,0
Number_of_saccades_in_AOI.け,0,0,0
Number_of_saccades_in_AOI.れ,0,0,0
Number_of_saccades_in_AOI.ば,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.昼,0,0,0
Number_of_saccades_in_AOI.間,0,0,0
Number_of_saccades_in_AOI.は,0,0,0
Number_of_saccades_in_AOI.海,0,0,0
Number_of_saccades_in_AOI.風,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.夜,0,0,0
Number_of_saccades_in_AOI.間,0,0,0
Number_of_saccades_in_AOI.は,0,0,0
Number_of_saccades_in_AOI.陸,0,0,0
Number_of_saccades_in_AOI.風,0,0,0
Number_of_saccades_in_AOI.と,0,0,0
Number_of_saccades_in_AOI.い,0,0,0
Number_of_saccades_in_AOI.う,0,0,0
Number_of_saccades_in_AOI.海,0,0,0
Number_of_saccades_in_AOI.陸,0,0,0
Number_of_saccades_in_AOI.風,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.は,0,0,0
Number_of_saccades_in_AOI.っ,0,0,0
Number_of_saccades_in_AOI.き,0,0,0
Number_of_saccades_in_AOI.り,0,0,0
Number_of_saccades_in_AOI.と,0,0,0
Number_of_saccades_in_AOI.現,0,0,0
Number_of_saccades_in_AOI.れ,0,0,0
Number_of_saccades_in_AOI.る,0,0,0
Number_of_saccades_in_AOI.地,0,0,0
Number_of_saccades_in_AOI.域,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.多,0,0,0
Number_of_saccades_in_AOI.い,0,0,0
Number_of_saccades_in_AOI.。,0,0,0
Number_of_saccades_in_AOI.8,0,0,0
Number_of_saccades_in_AOI.月,0,0,0
Number_of_saccades_in_AOI.7,0,0,0
Number_of_saccades_in_AOI.日,0,0,0
Number_of_saccades_in_AOI.前,0,0,0
Number_of_saccades_in_AOI.後,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.立,0,0,0
Number_of_saccades_in_AOI.秋,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.頃,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.最,0,0,0
Number_of_saccades_in_AOI.も,0,0,0
Number_of_saccades_in_AOI.暑,0,0,0
Number_of_saccades_in_AOI.く,0,0,0
Number_of_saccades_in_AOI.な,0,0,0
Number_of_saccades_in_AOI.る,0,0,0
Number_of_saccades_in_AOI.。,0,0,0
Number_of_saccades_in_AOI.一,0,0,0
Number_of_saccades_in_AOI.方,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.日,0,0,0
Number_of_saccades_in_AOI.本,0,0,0
Number_of_saccades_in_AOI.に,0,0,0
Number_of_saccades_in_AOI.暑,0,0,0
Number_of_saccades_in_AOI.い,0,0,0
Number_of_saccades_in_AOI.夏,0,0,0
Number_of_saccades_in_AOI.を,0,0,0
Number_of_saccades_in_AOI.も,0,0,0
Number_of_saccades_in_AOI.た,0,0,0
Number_of_saccades_in_AOI.ら,0,0,0
Number_of_saccades_in_AOI.す,0,0,0
Number_of_saccades_in_AOI.気,0,0,0
Number_of_saccades_in_AOI.圧,0,0,0
Number_of_saccades_in_AOI.配,0,0,0
Number_of_saccades_in_AOI.置,0,0,0
Number_of_saccades_in_AOI.は,0,0,0
Number_of_saccades_in_AOI.年,0,0,0
Number_of_saccades_in_AOI.に,0,0,0
Number_of_saccades_in_AOI.よ,0,0,0
Number_of_saccades_in_AOI.っ,0,0,0
Number_of_saccades_in_AOI.て,0,0,0
Number_of_saccades_in_AOI.は,0,0,0
Number_of_saccades_in_AOI.崩,0,0,0
Number_of_saccades_in_AOI.れ,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.太,0,0,0
Number_of_saccades_in_AOI.平,0,0,0
Number_of_saccades_in_AOI.洋,0,0,0
Number_of_saccades_in_AOI.高,0,0,0
Number_of_saccades_in_AOI.気,0,0,0
Number_of_saccades_in_AOI.圧,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.勢,0,0,0
Number_of_saccades_in_AOI.力,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.弱,0,0,0
Number_of_saccades_in_AOI.い,0,0,0
Number_of_saccades_in_AOI.と,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.オ,0,0,0
Number_of_saccades_in_AOI.ホ,0,0,0
Number_of_saccades_in_AOI.ー,0,0,0
Number_of_saccades_in_AOI.ツ,0,0,0
Number_of_saccades_in_AOI.ク,0,0,0
Number_of_saccades_in_AOI.海,0,0,0
Number_of_saccades_in_AOI.高,0,0,0
Number_of_saccades_in_AOI.気,0,0,0
Number_of_saccades_in_AOI.圧,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.北,0,0,0
Number_of_saccades_in_AOI.か,0,0,0
Number_of_saccades_in_AOI.ら,0,0,0
Number_of_saccades_in_AOI.張,0,0,0
Number_of_saccades_in_AOI.り,0,0,0
Number_of_saccades_in_AOI.出,0,0,0
Number_of_saccades_in_AOI.し,0,0,0
Number_of_saccades_in_AOI.て,0,0,0
Number_of_saccades_in_AOI.長,0,0,0
Number_of_saccades_in_AOI.く,0,0,0
Number_of_saccades_in_AOI.と,0,0,0
Number_of_saccades_in_AOI.ど,0,0,0
Number_of_saccades_in_AOI.ま,0,0,0
Number_of_saccades_in_AOI.り,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.北,0,0,0
Number_of_saccades_in_AOI.海,0,0,0
Number_of_saccades_in_AOI.道,0,0,0
Number_of_saccades_in_AOI.や,0,0,0
Number_of_saccades_in_AOI.東,0,0,0
Number_of_saccades_in_AOI.北,0,0,0
Number_of_saccades_in_AOI.地,0,0,0
Number_of_saccades_in_AOI.方,0,0,0
Number_of_saccades_in_AOI.に,0,0,0
Number_of_saccades_in_AOI.や,0,0,0
Number_of_saccades_in_AOI.ま,0,0,0
Number_of_saccades_in_AOI.せ,0,0,0
Number_of_saccades_in_AOI.と,0,0,0
Number_of_saccades_in_AOI.呼,0,0,0
Number_of_saccades_in_AOI.ば,0,0,0
Number_of_saccades_in_AOI.れ,0,0,0
Number_of_saccades_in_AOI.る,0,0,0
Number_of_saccades_in_AOI.冷,0,0,0
Number_of_saccades_in_AOI.た,0,0,0
Number_of_saccades_in_AOI.い,0,0,0
Number_of_saccades_in_AOI.北,0,0,0
Number_of_saccades_in_AOI.東,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.風,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.吹,0,0,0
Number_of_saccades_in_AOI.き,0,0,0
Number_of_saccades_in_AOI.込,0,0,0
Number_of_saccades_in_AOI.む,0,0,0
Number_of_saccades_in_AOI.。,0,0,0
Number_of_saccades_in_AOI.そ,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.よ,0,0,0
Number_of_saccades_in_AOI.う,0,0,0
Number_of_saccades_in_AOI.な,0,0,0
Number_of_saccades_in_AOI.年,0,0,0
Number_of_saccades_in_AOI.に,0,0,0
Number_of_saccades_in_AOI.は,0,0,0
Number_of_saccades_in_AOI.梅,0,0,0
Number_of_saccades_in_AOI.雨,0,0,0
Number_of_saccades_in_AOI.前,0,0,0
Number_of_saccades_in_AOI.線,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.北,0,0,0
Number_of_saccades_in_AOI.上,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.進,0,0,0
Number_of_saccades_in_AOI.ま,0,0,0
Number_of_saccades_in_AOI.ず,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.低,0,0,0
Number_of_saccades_in_AOI.温,0,0,0
Number_of_saccades_in_AOI.や,0,0,0
Number_of_saccades_in_AOI.日,0,0,0
Number_of_saccades_in_AOI.照,0,0,0
Number_of_saccades_in_AOI.不,0,0,0
Number_of_saccades_in_AOI.足,0,0,0
Number_of_saccades_in_AOI.に,0,0,0
Number_of_saccades_in_AOI.よ,0,0,0
Number_of_saccades_in_AOI.り,0,0,0
Number_of_saccades_in_AOI.冷,0,0,0
Number_of_saccades_in_AOI.害,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.発,0,0,0
Number_of_saccades_in_AOI.生,0,0,0
Number_of_saccades_in_AOI.す,0,0,0
Number_of_saccades_in_AOI.る,0,0,0
Number_of_saccades_in_AOI.。,0,0,0
Number_of_saccades_in_AOI.ま,0,0,0
Number_of_saccades_in_AOI.た,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.主,0,0,0
Number_of_saccades_in_AOI.に,0,0,0
Number_of_saccades_in_AOI.7,0,0,0
Number_of_saccades_in_AOI.月,0,0,0
Number_of_saccades_in_AOI.か,0,0,0
Number_of_saccades_in_AOI.ら,0,0,0
Number_of_saccades_in_AOI.9,0,0,0
Number_of_saccades_in_AOI.月,0,0,0
Number_of_saccades_in_AOI.に,0,0,0
Number_of_saccades_in_AOI.は,0,0,0
Number_of_saccades_in_AOI.、,0,0,0
Number_of_saccades_in_AOI.台,0,0,0
Number_of_saccades_in_AOI.風,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.日,0,0,0
Number_of_saccades_in_AOI.本,0,0,0
Number_of_saccades_in_AOI.に,0,0,0
Number_of_saccades_in_AOI.接,0,0,0
Number_of_saccades_in_AOI.近,0,0,0
Number_of_saccades_in_AOI.す,0,0,0
Number_of_saccades_in_AOI.る,0,0,0
Number_of_saccades_in_AOI.こ,0,0,0
Number_of_saccades_in_AOI.と,0,0,0
Number_of_saccades_in_AOI.が,0,0,0
Number_of_saccades_in_AOI.あ,0,0,0
Number_of_saccades_in_AOI.る,0,0,0
Number_of_saccades_in_AOI.。,0,0,0
Number_of_saccades_in_AOI.詳,0,0,0
Number_of_saccades_in_AOI.し,0,0,0
Number_of_saccades_in_AOI.く,0,0,0
Number_of_saccades_in_AOI.は,0,0,0
Number_of_saccades_in_AOI.#,0,0,0
Number_of_saccades_in_AOI.台,0,0,0
Number_of_saccades_in_AOI.風,0,0,0
Number_of_saccades_in_AOI.を,0,0,0
Number_of_saccades_in_AOI.参,0,0,0
Number_of_saccades_in_AOI.照,0,0,0
Number_of_saccades_in_AOI.の,0,0,0
Number_of_saccades_in_AOI.こ,0,0,0
Number_of_saccades_in_AOI.と,0,0,0
Number_of_saccades_in_AOI.。,0,0,0
Time_to_entry_saccade.梅雨明けと共に日本の真夏は始まる。,368,368,79008
Time_to_entry_saccade.大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,153818,153818,232458
Time_to_entry_saccade.梅雨明けの直後は、梅雨明け十日といい、太平洋高気圧の勢力が強く気圧配置が安定しているので穏やかな晴天が続くことが多く、夕立も発生しにくいので、レジャーには最適だという意見もある。,3227,3227,81867
Time_to_entry_saccade.これは、梅雨前線を押し上げた小笠原高気圧の強い状態が、小笠原高気圧の活動の強弱の周期、つまり10日くらい続くためである。,243,243,78883
Time_to_entry_saccade.日本列島に張り出してくる小笠原高気圧から暖かく湿った空気が日本列島に入り、気圧の差が小さく、等圧線の間隔が広いために風も弱いので非常に蒸し暑くなる。,35143,35143,113783
Time_to_entry_saccade.風が弱い上に湿度が高いため、体感温度は熱帯地方を上回るほどである。,44593,44593,123233
Time_to_entry_saccade.さらに、高い湿度が局地的に積乱雲を発生させ、雷を伴い激しく雨が降る夕立が起こりやすい。,59702,59702,138342
Time_to_entry_saccade.夏の強い日射で暖まった地上付近の湿った空気が強い上昇気流で上昇し雲となり、上空まで達する積乱雲を作るのである。,63393,63393,142033
Time_to_entry_saccade.このような夏の典型的な気圧配置を南高北低型という。,74260,74260,152900
Time_to_entry_saccade.高気圧が東シナ海や朝鮮半島にまで張り出し膨らんだ形になったり、副次的な高気圧ができたりすると、ほぼ無風になり、高気圧の勢力が強いので天気もしばらく崩れず、西日本を中心に猛暑が続くが、このような気圧配置を等圧線の形から鯨の尾型という。,89593,89593,168233
Time_to_entry_saccade.風が弱く日射が強ければ、昼間は海風、夜間は陸風という海陸風がはっきりと現れる地域が多い。,109468,109468,188108
Time_to_entry_saccade.8月7日前後の立秋の頃が最も暑くなる。,120710,120710,199349
Time_to_entry_saccade.一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,131059,131059,209699
Time_to_entry_saccade.そのような年には梅雨前線の北上が進まず、低温や日照不足により冷害が発生する。,142876,142876,221516
Time_to_entry_saccade.また、主に7月から9月には、台風が日本に接近することがある。,151768,151768,230408
Time_to_entry_saccade.詳しくは#台風を参照のこと。,,,
Time_to_entry_saccade.梅,,,
Time_to_entry_saccade.雨,,,
Time_to_entry_saccade.明,,,
Time_to_entry_saccade.け,368,368,79008
Time_to_entry_saccade.と,,,
Time_to_entry_saccade.共,,,
Time_to_entry_saccade.に,2077,2077,80717
Time_to_entry_saccade.日,,,
Time_to_entry_saccade.本,,,
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.真,2593,2593,81233
Time_to_entry_saccade.夏,,,
Time_to_entry_saccade.は,2793,2793,81433
Time_to_entry_saccade.始,,,
Time_to_entry_saccade.ま,,,
Time_to_entry_saccade.る,,,
Time_to_entry_saccade.。,3002,3002,81642
Time_to_entry_saccade.大,,,
Time_to_entry_saccade.暑,,,
Time_to_entry_saccade.（,,,
Time_to_entry_saccade.7,,,
Time_to_entry_saccade.月,,,
Time_to_entry_saccade.2,,,
Time_to_entry_saccade.3,,,
Time_to_entry_saccade.日,,,
Time_to_entry_saccade.頃,,,
Time_to_entry_saccade.）,,,
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.頃,,,
Time_to_entry_saccade.に,,,
Time_to_entry_saccade.は,,,
Time_to_entry_saccade.日,,,
Time_to_entry_saccade.本,,,
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.大,153818,153818,232458
Time_to_entry_saccade.部,,,
Time_to_entry_saccade.分,,,
Time_to_entry_saccade.は,,,
Time_to_entry_saccade.梅,,,
Time_to_entry_saccade.雨,6335,6335,84975
Time_to_entry_saccade.明,,,
Time_to_entry_saccade.け,,,
Time_to_entry_saccade.し,,,
Time_to_entry_saccade.、,,,
Time_to_entry_saccade.本,,,
Time_to_entry_saccade.格,,,
Time_to_entry_saccade.的,,,
Time_to_entry_saccade.な,,,
Time_to_entry_saccade.夏,,,
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.暑,,,
Time_to_entry_saccade.さ,,,
Time_to_entry_saccade.を,7310,7310,85950
Time_to_entry_saccade.迎,,,
Time_to_entry_saccade.え,,,
Time_to_entry_saccade.る,,,
Time_to_entry_saccade.。,,,
Time_to_entry_saccade.梅,,,
Time_to_entry_saccade.雨,,,
Time_to_entry_saccade.明,,,
Time_to_entry_saccade.け,8568,8568,87208
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.直,,,
Time_to_entry_saccade.後,8818,8818,87458
Time_to_entry_saccade.は,,,
Time_to_entry_saccade.、,,,
Time_to_entry_saccade.梅,,,
Time_to_entry_saccade.雨,,,
Time_to_entry_saccade.明,9127,9127,87767
Time_to_entry_saccade.け,,,
Time_to_entry_saccade.十,,,
Time_to_entry_saccade.日,10335,10335,88975
Time_to_entry_saccade.と,,,
Time_to_entry_saccade.い,,,
Time_to_entry_saccade.い,,,
Time_to_entry_saccade.、,,,
Time_to_entry_saccade.太,,,
Time_to_entry_saccade.平,,,
Time_to_entry_saccade.洋,10985,10985,89625
Time_to_entry_saccade.高,,,
Time_to_entry_saccade.気,,,
Time_to_entry_saccade.圧,3227,3227,81867
Time_to_entry_saccade.の,12127,12127,90767
Time_to_entry_saccade.勢,,,
Time_to_entry_saccade.力,,,
Time_to_entry_saccade.が,3668,3668,82308
Time_to_entry_saccade.強,,,
Time_to_entry_saccade.く,,,
Time_to_entry_saccade.気,12652,12652,91292
Time_to_entry_saccade.圧,,,
Time_to_entry_saccade.配,4160,4160,82800
Time_to_entry_saccade.置,,,
Time_to_entry_saccade.が,,,
Time_to_entry_saccade.安,,,
Time_to_entry_saccade.定,,,
Time_to_entry_saccade.し,,,
Time_to_entry_saccade.て,,,
Time_to_entry_saccade.い,,,
Time_to_entry_saccade.る,,,
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.で,,,
Time_to_entry_saccade.穏,17985,17985,96625
Time_to_entry_saccade.や,13710,13710,92350
Time_to_entry_saccade.か,,,
Time_to_entry_saccade.な,6627,6627,85267
Time_to_entry_saccade.晴,14085,14085,92725
Time_to_entry_saccade.天,,,
Time_to_entry_saccade.が,18502,18502,97142
Time_to_entry_saccade.続,14335,14335,92975
Time_to_entry_saccade.く,,,
Time_to_entry_saccade.こ,17868,17868,96508
Time_to_entry_saccade.と,,,
Time_to_entry_saccade.が,14535,14535,93175
Time_to_entry_saccade.多,,,
Time_to_entry_saccade.く,,,
Time_to_entry_saccade.、,33635,33635,112275
Time_to_entry_saccade.夕,14743,14743,93383
Time_to_entry_saccade.立,,,
Time_to_entry_saccade.も,,,
Time_to_entry_saccade.発,15010,15010,93650
Time_to_entry_saccade.生,,,
Time_to_entry_saccade.し,,,
Time_to_entry_saccade.に,,,
Time_to_entry_saccade.く,,,
Time_to_entry_saccade.い,,,
Time_to_entry_saccade.の,15993,15993,94633
Time_to_entry_saccade.で,,,
Time_to_entry_saccade.、,,,
Time_to_entry_saccade.レ,,,
Time_to_entry_saccade.ジ,,,
Time_to_entry_saccade.ャ,,,
Time_to_entry_saccade.ー,,,
Time_to_entry_saccade.に,,,
Time_to_entry_saccade.は,,,
Time_to_entry_saccade.最,16510,16510,95150
Time_to_entry_saccade.適,,,
Time_to_entry_saccade.だ,,,
Time_to_entry_saccade.と,,,
Time_to_entry_saccade.い,16760,16760,95400
Time_to_entry_saccade.う,,,
Time_to_entry_saccade.意,,,
Time_to_entry_saccade.見,,,
Time_to_entry_saccade.も,16960,16960,95600
Time_to_entry_saccade.あ,,,
Time_to_entry_saccade.る,,,
Time_to_entry_saccade.。,,,
Time_to_entry_saccade.こ,20468,20468,99108
Time_to_entry_saccade.れ,,,
Time_to_entry_saccade.は,,,
Time_to_entry_saccade.、,20693,20693,99333
Time_to_entry_saccade.梅,,,
Time_to_entry_saccade.雨,,,
Time_to_entry_saccade.前,20868,20868,99508
Time_to_entry_saccade.線,,,
Time_to_entry_saccade.を,,,
Time_to_entry_saccade.押,,,
Time_to_entry_saccade.し,,,
Time_to_entry_saccade.上,21427,21427,100067
Time_to_entry_saccade.げ,,,
Time_to_entry_saccade.た,,,
Time_to_entry_saccade.小,,,
Time_to_entry_saccade.笠,,,
Time_to_entry_saccade.原,21727,21727,100367
Time_to_entry_saccade.高,23985,23985,102625
Time_to_entry_saccade.気,22185,22185,100825
Time_to_entry_saccade.圧,,,
Time_to_entry_saccade.の,24343,24343,102983
Time_to_entry_saccade.強,12918,12918,91558
Time_to_entry_saccade.い,243,243,78883
Time_to_entry_saccade.状,13252,13252,91892
Time_to_entry_saccade.態,34510,34510,113150
Time_to_entry_saccade.が,22518,22518,101158
Time_to_entry_saccade.、,,,
Time_to_entry_saccade.小,13510,13510,92150
Time_to_entry_saccade.笠,,,
Time_to_entry_saccade.原,22802,22802,101442
Time_to_entry_saccade.高,25218,25218,103858
Time_to_entry_saccade.気,,,
Time_to_entry_saccade.圧,28085,28085,106725
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.活,,,
Time_to_entry_saccade.動,27693,27693,106333
Time_to_entry_saccade.の,29143,29143,107783
Time_to_entry_saccade.強,26485,26485,105125
Time_to_entry_saccade.弱,30043,30043,108683
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.周,30885,30885,109525
Time_to_entry_saccade.期,,,
Time_to_entry_saccade.、,31518,31518,110158
Time_to_entry_saccade.つ,,,
Time_to_entry_saccade.ま,,,
Time_to_entry_saccade.り,,,
Time_to_entry_saccade.1,,,
Time_to_entry_saccade.0,,,
Time_to_entry_saccade.日,32027,32027,110667
Time_to_entry_saccade.く,,,
Time_to_entry_saccade.ら,,,
Time_to_entry_saccade.い,,,
Time_to_entry_saccade.続,,,
Time_to_entry_saccade.く,32293,32293,110933
Time_to_entry_saccade.た,,,
Time_to_entry_saccade.め,,,
Time_to_entry_saccade.で,32702,32702,111342
Time_to_entry_saccade.あ,,,
Time_to_entry_saccade.る,,,
Time_to_entry_saccade.。,,,
Time_to_entry_saccade.日,,,
Time_to_entry_saccade.本,,,
Time_to_entry_saccade.列,35352,35352,113992
Time_to_entry_saccade.島,,,
Time_to_entry_saccade.に,35585,35585,114225
Time_to_entry_saccade.張,,,
Time_to_entry_saccade.り,35143,35143,113783
Time_to_entry_saccade.出,58327,58327,136967
Time_to_entry_saccade.し,35785,35785,114425
Time_to_entry_saccade.て,,,
Time_to_entry_saccade.く,58885,58885,137525
Time_to_entry_saccade.る,,,
Time_to_entry_saccade.小,,,
Time_to_entry_saccade.笠,,,
Time_to_entry_saccade.原,35985,35985,114625
Time_to_entry_saccade.高,59102,59102,137742
Time_to_entry_saccade.気,,,
Time_to_entry_saccade.圧,,,
Time_to_entry_saccade.か,36327,36327,114967
Time_to_entry_saccade.ら,,,
Time_to_entry_saccade.暖,,,
Time_to_entry_saccade.か,36893,36893,115533
Time_to_entry_saccade.く,,,
Time_to_entry_saccade.湿,,,
Time_to_entry_saccade.っ,,,
Time_to_entry_saccade.た,37185,37185,115825
Time_to_entry_saccade.空,,,
Time_to_entry_saccade.気,,,
Time_to_entry_saccade.が,,,
Time_to_entry_saccade.日,37410,37410,116050
Time_to_entry_saccade.本,,,
Time_to_entry_saccade.列,,,
Time_to_entry_saccade.島,,,
Time_to_entry_saccade.に,37502,37502,116142
Time_to_entry_saccade.入,,,
Time_to_entry_saccade.り,37843,37843,116483
Time_to_entry_saccade.、,,,
Time_to_entry_saccade.気,,,
Time_to_entry_saccade.圧,,,
Time_to_entry_saccade.の,43118,43118,121758
Time_to_entry_saccade.差,38068,38068,116708
Time_to_entry_saccade.が,,,
Time_to_entry_saccade.小,,,
Time_to_entry_saccade.さ,38502,38502,117142
Time_to_entry_saccade.く,,,
Time_to_entry_saccade.、,,,
Time_to_entry_saccade.等,,,
Time_to_entry_saccade.圧,40077,40077,118717
Time_to_entry_saccade.線,38893,38893,117533
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.間,40293,40293,118933
Time_to_entry_saccade.隔,39827,39827,118467
Time_to_entry_saccade.が,40535,40535,119175
Time_to_entry_saccade.広,,,
Time_to_entry_saccade.い,,,
Time_to_entry_saccade.た,,,
Time_to_entry_saccade.め,40793,40793,119433
Time_to_entry_saccade.に,,,
Time_to_entry_saccade.風,,,
Time_to_entry_saccade.も,,,
Time_to_entry_saccade.弱,41243,41243,119883
Time_to_entry_saccade.い,,,
Time_to_entry_saccade.の,,,
Time_to_entry_saccade.で,,,
Time_to_entry_saccade.非,,,
Time_to_entry_saccade.常,,,
Time_to_entry_saccade.に,,,
Time_to_entry_saccade.蒸,42218,42218,120858
Time_to_entry_saccade.し,,,
Time_to_entry_saccade.暑,,,
Time_to_entry_saccade.く,42502,42502,121142
